"sex","age","race","education","state","division","region","ideology","party.id","vote.2008","obama","romney","other","state.last.vote.share"
"male","18-29","other","college graduate","MO","WNC","MW","moderate","independent/other","did not vote in 2008",3,0,0,0.4993
"male","18-29","other","some college","TX","WSC","S","liberal","independent/other","democrat",3,0,0,0.4406
"male","18-29","other","high school graduate","CT","NE","NE","moderate","democrat","did not vote in 2008",1,0,0,0.6132
"male","18-29","black","high school graduate","IL","ENC","MW","liberal","independent/other","republican",1,0,0,0.6273
"female","18-29","hispanic","college graduate","FL","SA","S","liberal","independent/other","democrat",1,0,0,0.5142
"male","65+","black","college graduate","DC","MA","S","liberal","democrat","democrat",0,1,0,0.934
"male","18-29","white","high school graduate","AK","P","W","moderate","democrat","did not vote in 2008",2,1,0,0.3894
"male","30-44","hispanic","college graduate","DE","MA","S","moderate","democrat","democrat",1,0,0,0.6264
"male","18-29","white","less than high school","NC","SA","S","moderate","democrat","did not vote in 2008",1,0,1,0.5017
"male","18-29","hispanic","less than high school","TX","WSC","S","liberal","independent/other","did not vote in 2008",1,0,0,0.4406
"male","18-29","white","college graduate","WA","P","W","moderate","republican","democrat",0,2,0,0.5875
"male","30-44","white","high school graduate","WV","SA","S","liberal","independent/other","did not vote in 2008",2,0,0,0.4333
"male","30-44","white","less than high school","WV","SA","S","moderate","independent/other","did not vote in 2008",0,1,0,0.4333
"male","18-29","other","some college","CO","M","W","moderate","independent/other","did not vote in 2008",1,0,2,0.5455
"male","65+","white","college graduate","WA","P","W","moderate","republican","democrat",1,0,0,0.5875
"male","18-29","black","high school graduate","NY","MA","NE","moderate","independent/other","did not vote in 2008",1,0,0,0.6358
"male","30-44","white","some college","SD","WNC","MW","moderate","republican","did not vote in 2008",0,1,0,0.457
"male","30-44","black","some college","MA","NE","NE","liberal","independent/other","democrat",2,0,0,0.632
"male","18-29","other","high school graduate","IL","ENC","MW","moderate","independent/other","democrat",1,0,0,0.6273
"male","30-44","white","some college","AZ","M","W","conservative","democrat","democrat",1,0,0,0.4569
"male","18-29","white","less than high school","OR","P","W","liberal","democrat","did not vote in 2008",1,0,0,0.5841
"male","65+","white","less than high school","ID","M","W","liberal","democrat","republican",1,0,0,0.3698
"male","18-29","white","less than high school","KS","WNC","MW","moderate","independent/other","democrat",1,0,0,0.4239
"male","45-64","white","high school graduate","VA","SA","S","conservative","democrat","democrat",2,1,0,0.5318
"male","30-44","white","high school graduate","AL","ESC","S","moderate","democrat","democrat",1,0,0,0.3911
"male","45-64","other","some college","WV","SA","S","moderate","independent/other","democrat",2,0,0,0.4333
"female","65+","other","college graduate","WV","SA","S","liberal","democrat","democrat",5,0,0,0.4333
"female","45-64","white","some college","RI","NE","NE","moderate","independent/other","democrat",1,0,0,0.642
"male","18-29","white","college graduate","MI","ENC","MW","moderate","republican","did not vote in 2008",0,0,1,0.5837
"female","30-44","white","college graduate","WA","P","W","liberal","republican","republican",0,3,0,0.5875
"male","18-29","hispanic","high school graduate","NY","MA","NE","moderate","republican","did not vote in 2008",1,0,0,0.6358
"male","65+","white","some college","MI","ENC","MW","moderate","independent/other","democrat",1,0,0,0.5837
"male","30-44","black","college graduate","TN","ESC","S","conservative","republican","republican",0,2,0,0.4237
"female","30-44","white","high school graduate","KS","WNC","MW","moderate","democrat","other",1,0,0,0.4239
"male","30-44","other","college graduate","OH","ENC","MW","conservative","independent/other","democrat",1,0,1,0.5233
"male","30-44","white","some college","NC","SA","S","conservative","independent/other","other",0,0,1,0.5017
"male","18-29","white","high school graduate","SD","WNC","MW","conservative","republican","republican",0,3,1,0.457
"female","30-44","white","high school graduate","NY","MA","NE","moderate","democrat","democrat",2,0,0,0.6358
"male","30-44","white","college graduate","KS","WNC","MW","moderate","republican","republican",2,6,0,0.4239
"male","30-44","black","some college","PA","MA","NE","conservative","republican","democrat",1,0,0,0.5523
"female","45-64","white","college graduate","TX","WSC","S","moderate","democrat","democrat",1,0,0,0.4406
"male","30-44","white","some college","MN","WNC","MW","moderate","independent/other","republican",2,4,0,0.5523
"female","18-29","white","some college","AZ","M","W","conservative","independent/other","did not vote in 2008",0,2,0,0.4569
"male","30-44","white","college graduate","AR","WSC","S","liberal","independent/other","republican",0,0,1,0.3983
"male","30-44","white","high school graduate","MI","ENC","MW","liberal","independent/other","republican",0,0,1,0.5837
"male","18-29","white","high school graduate","AZ","M","W","moderate","democrat","democrat",3,0,0,0.4569
"male","30-44","black","high school graduate","OH","ENC","MW","moderate","independent/other","democrat",2,0,0,0.5233
"male","18-29","hispanic","high school graduate","FL","SA","S","liberal","democrat","democrat",9,1,0,0.5142
"male","18-29","hispanic","college graduate","GA","SA","S","conservative","republican","did not vote in 2008",0,1,0,0.4737
"male","30-44","hispanic","some college","CT","NE","NE","moderate","democrat","democrat",2,0,0,0.6132
"male","30-44","white","college graduate","ND","WNC","MW","moderate","republican","republican",0,1,0,0.4557
"male","30-44","white","some college","NC","SA","S","liberal","independent/other","did not vote in 2008",1,0,0,0.5017
"male","30-44","white","high school graduate","KY","ESC","S","moderate","democrat","did not vote in 2008",6,0,0,0.4177
"male","45-64","white","some college","GA","SA","S","moderate","independent/other","other",1,0,0,0.4737
"male","18-29","white","high school graduate","ME","NE","NE","moderate","republican","did not vote in 2008",0,1,0,0.5883
"male","30-44","hispanic","high school graduate","TX","WSC","S","liberal","democrat","did not vote in 2008",3,0,1,0.4406
"female","18-29","hispanic","some college","NM","M","W","moderate","independent/other","did not vote in 2008",1,0,0,0.5766
"female","18-29","black","college graduate","FL","SA","S","moderate","democrat","democrat",1,0,1,0.5142
"male","45-64","hispanic","some college","FL","SA","S","moderate","democrat","republican",1,0,0,0.5142
"male","18-29","hispanic","high school graduate","SC","SA","S","liberal","republican","republican",0,1,0,0.4546
"male","18-29","black","some college","NJ","MA","NE","moderate","democrat","did not vote in 2008",1,0,0,0.5786
"male","18-29","white","some college","AR","WSC","S","moderate","republican","democrat",0,1,0,0.3983
"female","30-44","white","some college","WA","P","W","conservative","republican","did not vote in 2008",0,1,0,0.5875
"male","30-44","hispanic","less than high school","IL","ENC","MW","liberal","democrat","democrat",2,0,0,0.6273
"male","18-29","other","college graduate","CO","M","W","moderate","independent/other","democrat",1,0,1,0.5455
"male","30-44","white","some college","MS","ESC","S","liberal","democrat","democrat",1,0,0,0.4336
"male","18-29","hispanic","less than high school","CA","P","W","liberal","democrat","did not vote in 2008",1,0,0,0.6228
"male","30-44","white","college graduate","TN","ESC","S","liberal","independent/other","democrat",6,0,0,0.4237
"male","18-29","white","some college","ME","NE","NE","moderate","democrat","democrat",3,0,0,0.5883
"male","18-29","white","high school graduate","CA","P","W","moderate","republican","other",0,2,0,0.6228
"male","18-29","white","some college","AL","ESC","S","liberal","independent/other","republican",0,0,1,0.3911
"male","18-29","other","some college","LA","WSC","S","moderate","independent/other","democrat",1,0,0,0.4054
"male","18-29","white","college graduate","NY","MA","NE","liberal","democrat","republican",1,0,0,0.6358
"male","45-64","black","some college","CA","P","W","moderate","democrat","democrat",4,0,0,0.6228
"male","18-29","black","some college","FL","SA","S","liberal","independent/other","democrat",1,0,0,0.5142
"male","18-29","white","some college","NM","M","W","moderate","independent/other","democrat",5,0,0,0.5766
"female","30-44","black","some college","MD","MA","S","moderate","democrat","democrat",2,0,0,0.6293
"male","18-29","black","college graduate","TX","WSC","S","moderate","democrat","democrat",8,0,0,0.4406
"female","45-64","white","some college","TX","WSC","S","moderate","democrat","democrat",1,0,0,0.4406
"male","18-29","white","college graduate","NM","M","W","conservative","independent/other","republican",0,2,0,0.5766
"male","30-44","white","high school graduate","MN","WNC","MW","conservative","republican","republican",0,3,0,0.5523
"male","18-29","white","some college","ID","M","W","conservative","independent/other","republican",0,2,0,0.3698
"male","18-29","black","high school graduate","AL","ESC","S","moderate","democrat","democrat",5,0,0,0.3911
"male","18-29","black","high school graduate","AL","ESC","S","liberal","democrat","democrat",2,0,0,0.3911
"male","30-44","white","college graduate","OR","P","W","moderate","independent/other","did not vote in 2008",1,1,1,0.5841
"male","45-64","white","some college","CO","M","W","conservative","independent/other","other",0,2,0,0.5455
"female","30-44","black","less than high school","TX","WSC","S","liberal","democrat","democrat",0,1,0,0.4406
"female","18-29","other","college graduate","OH","ENC","MW","liberal","independent/other","other",0,0,1,0.5233
"male","30-44","white","high school graduate","MI","ENC","MW","moderate","independent/other","did not vote in 2008",0,1,1,0.5837
"male","30-44","white","less than high school","FL","SA","S","conservative","independent/other","republican",0,1,0,0.5142
"male","30-44","hispanic","some college","CA","P","W","conservative","independent/other","democrat",1,1,0,0.6228
"male","18-29","hispanic","some college","NC","SA","S","conservative","independent/other","other",0,1,0,0.5017
"male","18-29","white","college graduate","PA","MA","NE","conservative","republican","democrat",0,2,0,0.5523
"male","18-29","other","some college","OH","ENC","MW","liberal","independent/other","did not vote in 2008",1,0,0,0.5233
"male","18-29","white","less than high school","GA","SA","S","moderate","democrat","republican",1,0,0,0.4737
"male","30-44","white","some college","IN","ENC","MW","liberal","republican","republican",0,2,0,0.5052
"female","18-29","white","high school graduate","MN","WNC","MW","liberal","democrat","democrat",1,0,0,0.5523
"male","65+","black","less than high school","RI","NE","NE","moderate","independent/other","did not vote in 2008",1,1,1,0.642
"male","18-29","white","some college","IN","ENC","MW","conservative","democrat","democrat",3,1,0,0.5052
"male","30-44","hispanic","college graduate","CA","P","W","moderate","democrat","did not vote in 2008",1,0,0,0.6228
"male","18-29","hispanic","high school graduate","IL","ENC","MW","liberal","democrat","did not vote in 2008",4,0,0,0.6273
"male","65+","white","some college","OH","ENC","MW","moderate","independent/other","democrat",3,0,0,0.5233
"male","18-29","white","some college","ID","M","W","liberal","democrat","did not vote in 2008",2,0,1,0.3698
"male","30-44","hispanic","some college","NJ","MA","NE","conservative","republican","did not vote in 2008",0,4,0,0.5786
"male","18-29","white","high school graduate","GA","SA","S","liberal","democrat","democrat",7,0,1,0.4737
"male","45-64","white","high school graduate","WA","P","W","moderate","independent/other","democrat",2,2,0,0.5875
"male","30-44","hispanic","less than high school","MA","NE","NE","moderate","democrat","democrat",2,0,0,0.632
"male","30-44","white","college graduate","IL","ENC","MW","conservative","republican","democrat",2,2,1,0.6273
"male","45-64","black","some college","NC","SA","S","moderate","democrat","democrat",1,0,1,0.5017
"male","18-29","white","some college","WA","P","W","moderate","republican","democrat",0,1,0,0.5875
"male","65+","white","less than high school","MA","NE","NE","moderate","democrat","democrat",1,0,0,0.632
"male","18-29","other","college graduate","DC","MA","S","conservative","independent/other","republican",0,1,0,0.934
"male","18-29","white","some college","VA","SA","S","liberal","independent/other","other",0,0,1,0.5318
"female","18-29","white","high school graduate","CA","P","W","moderate","republican","republican",0,1,0,0.6228
"male","18-29","black","some college","NC","SA","S","moderate","independent/other","democrat",1,0,0,0.5017
"female","30-44","hispanic","high school graduate","FL","SA","S","moderate","democrat","democrat",2,0,0,0.5142
"female","18-29","hispanic","less than high school","NJ","MA","NE","liberal","republican","republican",0,1,0,0.5786
"male","18-29","white","high school graduate","TN","ESC","S","moderate","democrat","republican",0,1,0,0.4237
"female","30-44","white","college graduate","VA","SA","S","moderate","independent/other","did not vote in 2008",1,0,0,0.5318
"female","18-29","white","high school graduate","CA","P","W","moderate","republican","did not vote in 2008",0,2,0,0.6228
"male","18-29","white","less than high school","WI","ENC","MW","moderate","independent/other","other",0,0,3,0.5706
"female","18-29","hispanic","college graduate","NM","M","W","liberal","democrat","democrat",2,0,0,0.5766
"male","18-29","black","less than high school","NC","SA","S","liberal","republican","democrat",2,0,0,0.5017
"male","30-44","black","college graduate","SC","SA","S","conservative","democrat","democrat",1,0,0,0.4546
"male","18-29","hispanic","less than high school","FL","SA","S","moderate","democrat","democrat",8,0,0,0.5142
"male","45-64","black","high school graduate","VT","NE","NE","conservative","republican","republican",0,4,0,0.689
"female","18-29","hispanic","less than high school","NV","M","W","moderate","democrat","democrat",1,0,0,0.5639
"male","18-29","other","some college","IN","ENC","MW","conservative","democrat","did not vote in 2008",1,0,0,0.5052
"male","18-29","hispanic","less than high school","IL","ENC","MW","conservative","republican","did not vote in 2008",0,1,0,0.6273
"male","18-29","white","less than high school","NJ","MA","NE","liberal","republican","republican",0,1,0,0.5786
"male","30-44","black","high school graduate","VA","SA","S","liberal","democrat","did not vote in 2008",1,0,0,0.5318
"male","18-29","white","college graduate","TX","WSC","S","moderate","republican","did not vote in 2008",0,8,0,0.4406
"female","30-44","white","some college","IN","ENC","MW","moderate","independent/other","republican",0,1,0,0.5052
"male","18-29","white","less than high school","DC","MA","S","conservative","republican","did not vote in 2008",0,1,0,0.934
"male","18-29","other","less than high school","TX","WSC","S","conservative","democrat","democrat",1,0,0,0.4406
"male","45-64","white","less than high school","IN","ENC","MW","conservative","republican","republican",0,1,0,0.5052
"male","45-64","white","some college","FL","SA","S","conservative","democrat","democrat",2,0,0,0.5142
"male","30-44","black","college graduate","CO","M","W","liberal","independent/other","democrat",1,0,0,0.5455
"male","45-64","white","less than high school","IN","ENC","MW","moderate","republican","did not vote in 2008",0,2,0,0.5052
"male","18-29","black","college graduate","GA","SA","S","moderate","democrat","democrat",5,0,0,0.4737
"male","18-29","white","some college","MS","ESC","S","moderate","republican","republican",0,4,0,0.4336
"male","30-44","hispanic","some college","NC","SA","S","moderate","democrat","democrat",4,0,0,0.5017
"male","30-44","black","some college","LA","WSC","S","moderate","democrat","democrat",3,0,0,0.4054
"male","18-29","white","high school graduate","OK","WSC","S","moderate","republican","republican",0,2,0,0.3435
"female","18-29","white","some college","VA","SA","S","conservative","republican","did not vote in 2008",0,2,0,0.5318
"male","45-64","white","college graduate","NV","M","W","moderate","democrat","democrat",1,0,0,0.5639
"male","30-44","white","some college","CO","M","W","moderate","independent/other","other",0,0,4,0.5455
"male","18-29","black","high school graduate","VA","SA","S","conservative","democrat","democrat",2,0,0,0.5318
"male","30-44","hispanic","college graduate","RI","NE","NE","moderate","independent/other","democrat",1,0,0,0.642
"male","18-29","black","college graduate","CA","P","W","liberal","independent/other","democrat",3,0,1,0.6228
"male","30-44","white","some college","NY","MA","NE","moderate","republican","republican",0,3,1,0.6358
"male","18-29","white","less than high school","PA","MA","NE","liberal","independent/other","did not vote in 2008",3,0,2,0.5523
"female","18-29","hispanic","some college","TX","WSC","S","moderate","democrat","democrat",3,0,0,0.4406
"male","30-44","black","college graduate","MI","ENC","MW","moderate","democrat","democrat",6,0,0,0.5837
"male","30-44","other","some college","CA","P","W","moderate","independent/other","republican",0,1,0,0.6228
"female","18-29","white","college graduate","PA","MA","NE","conservative","republican","republican",0,2,0,0.5523
"female","30-44","black","some college","IL","ENC","MW","conservative","democrat","democrat",1,0,0,0.6273
"male","18-29","white","high school graduate","MI","ENC","MW","conservative","democrat","did not vote in 2008",3,0,0,0.5837
"male","18-29","white","some college","WV","SA","S","liberal","independent/other","democrat",4,0,0,0.4333
"male","30-44","white","high school graduate","UT","M","W","conservative","independent/other","republican",0,3,0,0.3547
"male","18-29","black","high school graduate","GA","SA","S","conservative","independent/other","republican",0,1,0,0.4737
"male","18-29","black","less than high school","TN","ESC","S","moderate","democrat","democrat",3,0,0,0.4237
"female","18-29","white","less than high school","NJ","MA","NE","moderate","independent/other","did not vote in 2008",1,0,0,0.5786
"male","65+","white","college graduate","UT","M","W","moderate","republican","democrat",3,0,0,0.3547
"male","18-29","white","high school graduate","LA","WSC","S","liberal","democrat","democrat",2,0,0,0.4054
"male","45-64","white","college graduate","NY","MA","NE","moderate","independent/other","republican",0,3,0,0.6358
"female","18-29","white","some college","ID","M","W","moderate","republican","other",0,1,0,0.3698
"male","18-29","white","high school graduate","AZ","M","W","liberal","democrat","republican",1,0,0,0.4569
"female","18-29","white","high school graduate","MD","MA","S","conservative","independent/other","other",0,1,0,0.6293
"female","30-44","white","some college","VA","SA","S","conservative","independent/other","republican",0,4,0,0.5318
"female","30-44","hispanic","some college","CA","P","W","liberal","independent/other","democrat",1,0,0,0.6228
"male","18-29","white","some college","IN","ENC","MW","conservative","independent/other","other",0,3,0,0.5052
"male","18-29","other","high school graduate","IN","ENC","MW","conservative","independent/other","other",0,1,0,0.5052
"male","18-29","other","high school graduate","IN","ENC","MW","liberal","independent/other","democrat",2,0,0,0.5052
"female","18-29","black","high school graduate","NV","M","W","moderate","democrat","democrat",1,0,0,0.5639
"male","65+","white","some college","WA","P","W","liberal","democrat","democrat",4,0,0,0.5875
"female","18-29","black","college graduate","MO","WNC","MW","liberal","democrat","democrat",1,0,0,0.4993
"female","18-29","hispanic","high school graduate","CA","P","W","moderate","independent/other","did not vote in 2008",2,0,0,0.6228
"male","18-29","other","less than high school","AK","P","W","moderate","independent/other","did not vote in 2008",1,1,0,0.3894
"female","18-29","white","high school graduate","NY","MA","NE","moderate","independent/other","did not vote in 2008",4,0,0,0.6358
"male","30-44","other","some college","IL","ENC","MW","moderate","democrat","did not vote in 2008",1,0,0,0.6273
"male","65+","white","high school graduate","FL","SA","S","moderate","independent/other","did not vote in 2008",1,0,0,0.5142
"male","18-29","white","college graduate","CA","P","W","conservative","republican","democrat",0,2,0,0.6228
"female","18-29","white","high school graduate","IN","ENC","MW","moderate","democrat","other",0,1,0,0.5052
"female","18-29","other","some college","MT","M","W","moderate","democrat","did not vote in 2008",1,0,0,0.4877
"male","18-29","other","some college","TX","WSC","S","liberal","democrat","democrat",3,0,0,0.4406
"male","30-44","black","less than high school","MS","ESC","S","moderate","democrat","democrat",1,0,0,0.4336
"male","18-29","white","some college","VT","NE","NE","liberal","democrat","did not vote in 2008",1,0,0,0.689
"male","30-44","other","college graduate","FL","SA","S","moderate","democrat","democrat",4,0,0,0.5142
"male","18-29","other","high school graduate","WI","ENC","MW","moderate","democrat","did not vote in 2008",4,0,0,0.5706
"male","18-29","white","high school graduate","WV","SA","S","moderate","democrat","did not vote in 2008",1,1,0,0.4333
"male","30-44","hispanic","college graduate","CA","P","W","conservative","republican","other",0,1,0,0.6228
"male","18-29","white","college graduate","HI","P","W","conservative","republican","republican",0,1,0,0.7299
"male","30-44","other","high school graduate","HI","P","W","conservative","democrat","democrat",1,0,0,0.7299
"male","45-64","white","some college","MA","NE","NE","conservative","independent/other","republican",0,1,0,0.632
"male","18-29","white","less than high school","CA","P","W","moderate","democrat","did not vote in 2008",1,1,0,0.6228
"male","18-29","white","high school graduate","OH","ENC","MW","conservative","democrat","other",2,0,0,0.5233
"male","18-29","black","some college","AR","WSC","S","liberal","democrat","democrat",1,0,0,0.3983
"male","45-64","hispanic","some college","FL","SA","S","liberal","democrat","democrat",3,1,0,0.5142
"male","30-44","white","some college","UT","M","W","moderate","independent/other","other",0,0,1,0.3547
"female","18-29","white","some college","WA","P","W","moderate","independent/other","democrat",3,0,0,0.5875
"male","65+","white","college graduate","MD","MA","S","conservative","republican","republican",0,3,0,0.6293
"female","18-29","white","some college","WI","ENC","MW","moderate","democrat","democrat",1,0,0,0.5706
"male","30-44","white","college graduate","WA","P","W","moderate","democrat","did not vote in 2008",3,0,0,0.5875
"male","18-29","white","college graduate","KY","ESC","S","liberal","independent/other","other",0,0,1,0.4177
"male","18-29","white","less than high school","LA","WSC","S","conservative","independent/other","republican",0,2,0,0.4054
"male","30-44","other","some college","RI","NE","NE","moderate","independent/other","democrat",1,0,0,0.642
"male","18-29","hispanic","high school graduate","LA","WSC","S","liberal","independent/other","democrat",1,0,0,0.4054
"female","18-29","black","college graduate","GA","SA","S","moderate","democrat","democrat",1,0,0,0.4737
"male","18-29","white","college graduate","MD","MA","S","conservative","independent/other","did not vote in 2008",0,2,0,0.6293
"male","18-29","other","some college","WA","P","W","conservative","independent/other","other",0,0,2,0.5875
"male","18-29","white","college graduate","OK","WSC","S","conservative","independent/other","other",0,1,0,0.3435
"male","18-29","white","high school graduate","ND","WNC","MW","moderate","democrat","did not vote in 2008",2,0,0,0.4557
"male","18-29","white","some college","IA","WNC","MW","conservative","democrat","did not vote in 2008",2,0,0,0.5485
"male","30-44","other","high school graduate","IL","ENC","MW","liberal","independent/other","democrat",1,0,0,0.6273
"male","18-29","black","less than high school","OH","ENC","MW","moderate","independent/other","republican",0,3,0,0.5233
"male","45-64","hispanic","some college","NM","M","W","conservative","republican","republican",0,2,0,0.5766
"male","30-44","other","college graduate","OK","WSC","S","liberal","independent/other","democrat",1,0,0,0.3435
"male","30-44","hispanic","some college","MI","ENC","MW","liberal","democrat","democrat",2,0,0,0.5837
"male","30-44","white","high school graduate","OR","P","W","conservative","republican","other",0,1,0,0.5841
"male","18-29","other","college graduate","LA","WSC","S","moderate","independent/other","did not vote in 2008",0,1,0,0.4054
"male","18-29","white","less than high school","OR","P","W","conservative","republican","democrat",0,1,0,0.5841
"male","18-29","hispanic","college graduate","CT","NE","NE","moderate","independent/other","democrat",1,0,0,0.6132
"male","18-29","white","some college","MA","NE","NE","liberal","independent/other","did not vote in 2008",3,0,0,0.632
"male","18-29","black","high school graduate","IL","ENC","MW","conservative","independent/other","did not vote in 2008",1,0,0,0.6273
"female","18-29","white","college graduate","NM","M","W","conservative","independent/other","other",0,1,0,0.5766
"male","18-29","white","some college","CT","NE","NE","moderate","independent/other","democrat",6,2,0,0.6132
"male","18-29","white","some college","ND","WNC","MW","conservative","republican","did not vote in 2008",0,4,0,0.4557
"male","18-29","hispanic","college graduate","FL","SA","S","moderate","independent/other","democrat",7,0,2,0.5142
"male","18-29","hispanic","college graduate","KS","WNC","MW","moderate","independent/other","did not vote in 2008",1,0,0,0.4239
"male","30-44","white","some college","KY","ESC","S","conservative","independent/other","other",0,0,1,0.4177
"female","30-44","white","high school graduate","AL","ESC","S","liberal","democrat","did not vote in 2008",1,0,0,0.3911
"male","18-29","hispanic","high school graduate","CA","P","W","liberal","republican","did not vote in 2008",0,0,1,0.6228
"female","18-29","white","high school graduate","OK","WSC","S","liberal","democrat","democrat",1,0,0,0.3435
"female","30-44","white","high school graduate","CO","M","W","moderate","independent/other","democrat",1,0,0,0.5455
"male","18-29","white","less than high school","NY","MA","NE","conservative","independent/other","democrat",2,0,0,0.6358
"male","18-29","other","some college","TN","ESC","S","conservative","independent/other","republican",0,1,0,0.4237
"female","18-29","white","less than high school","NY","MA","NE","moderate","independent/other","did not vote in 2008",1,2,0,0.6358
"female","18-29","white","high school graduate","CO","M","W","conservative","independent/other","republican",0,3,0,0.5455
"male","18-29","black","college graduate","MN","WNC","MW","moderate","independent/other","democrat",0,2,0,0.5523
"female","18-29","hispanic","some college","FL","SA","S","conservative","independent/other","republican",0,2,0,0.5142
"male","18-29","other","less than high school","WA","P","W","liberal","independent/other","republican",0,1,0,0.5875
"male","18-29","white","college graduate","RI","NE","NE","moderate","independent/other","republican",0,2,0,0.642
"male","30-44","white","some college","OR","P","W","liberal","democrat","other",1,0,0,0.5841
"male","18-29","other","college graduate","UT","M","W","moderate","democrat","democrat",0,0,1,0.3547
"female","18-29","white","high school graduate","UT","M","W","moderate","independent/other","did not vote in 2008",2,0,0,0.3547
"female","18-29","white","high school graduate","IN","ENC","MW","liberal","independent/other","democrat",2,0,0,0.5052
"male","18-29","hispanic","less than high school","WI","ENC","MW","liberal","republican","did not vote in 2008",1,0,0,0.5706
"male","18-29","black","high school graduate","TN","ESC","S","moderate","democrat","did not vote in 2008",4,0,0,0.4237
"female","45-64","other","some college","TX","WSC","S","moderate","independent/other","democrat",2,0,0,0.4406
"male","65+","black","college graduate","IN","ENC","MW","moderate","democrat","democrat",1,0,0,0.5052
"male","30-44","white","less than high school","TN","ESC","S","conservative","republican","did not vote in 2008",0,1,0,0.4237
"male","45-64","white","college graduate","OR","P","W","conservative","republican","republican",0,5,0,0.5841
"male","18-29","other","high school graduate","WA","P","W","liberal","independent/other","democrat",1,0,0,0.5875
"male","30-44","black","college graduate","AZ","M","W","moderate","independent/other","democrat",1,0,0,0.4569
"male","65+","white","high school graduate","MO","WNC","MW","liberal","democrat","democrat",1,0,0,0.4993
"male","18-29","other","less than high school","NY","MA","NE","moderate","independent/other","did not vote in 2008",2,0,1,0.6358
"female","18-29","white","less than high school","OR","P","W","liberal","democrat","did not vote in 2008",1,0,0,0.5841
"male","30-44","other","some college","UT","M","W","moderate","republican","republican",0,1,0,0.3547
"male","30-44","white","college graduate","SD","WNC","MW","conservative","republican","democrat",0,1,0,0.457
"male","18-29","white","college graduate","OH","ENC","MW","conservative","republican","democrat",0,1,0,0.5233
"male","18-29","white","college graduate","WI","ENC","MW","liberal","republican","republican",0,1,0,0.5706
"male","18-29","black","college graduate","TN","ESC","S","liberal","democrat","democrat",2,0,0,0.4237
"male","45-64","hispanic","college graduate","MA","NE","NE","liberal","democrat","democrat",1,0,0,0.632
"male","45-64","white","some college","CO","M","W","conservative","independent/other","republican",0,4,0,0.5455
"male","18-29","white","some college","TX","WSC","S","moderate","democrat","republican",2,0,0,0.4406
"male","30-44","white","some college","UT","M","W","moderate","republican","did not vote in 2008",0,3,1,0.3547
"male","30-44","white","college graduate","ND","WNC","MW","moderate","independent/other","democrat",2,0,1,0.4557
"male","18-29","white","less than high school","AL","ESC","S","liberal","democrat","did not vote in 2008",3,0,0,0.3911
"male","18-29","white","high school graduate","CT","NE","NE","conservative","independent/other","did not vote in 2008",0,5,0,0.6132
"male","45-64","white","college graduate","KS","WNC","MW","conservative","independent/other","republican",0,1,0,0.4239
"female","30-44","white","college graduate","WI","ENC","MW","moderate","democrat","democrat",0,1,0,0.5706
"male","45-64","white","some college","VA","SA","S","conservative","republican","did not vote in 2008",0,2,0,0.5318
"male","45-64","hispanic","some college","TX","WSC","S","moderate","democrat","democrat",4,0,0,0.4406
"male","18-29","black","high school graduate","OH","ENC","MW","liberal","democrat","democrat",4,0,0,0.5233
"male","18-29","white","less than high school","VA","SA","S","moderate","democrat","democrat",2,0,0,0.5318
"male","18-29","other","high school graduate","WA","P","W","moderate","republican","republican",0,1,0,0.5875
"male","18-29","white","less than high school","LA","WSC","S","liberal","democrat","democrat",1,0,0,0.4054
"female","18-29","white","college graduate","CA","P","W","moderate","independent/other","did not vote in 2008",0,1,0,0.6228
"male","30-44","hispanic","college graduate","FL","SA","S","moderate","republican","republican",1,4,0,0.5142
"female","18-29","white","some college","MI","ENC","MW","liberal","democrat","democrat",2,0,0,0.5837
"male","18-29","other","less than high school","MD","MA","S","liberal","democrat","democrat",2,0,0,0.6293
"male","18-29","white","less than high school","MD","MA","S","liberal","independent/other","did not vote in 2008",0,0,1,0.6293
"male","18-29","white","high school graduate","FL","SA","S","liberal","independent/other","other",2,2,0,0.5142
"male","65+","hispanic","college graduate","DC","MA","S","moderate","democrat","democrat",1,0,0,0.934
"male","18-29","white","high school graduate","KY","ESC","S","liberal","republican","republican",0,2,0,0.4177
"male","18-29","hispanic","less than high school","NV","M","W","conservative","republican","republican",0,1,0,0.5639
"male","18-29","other","college graduate","VA","SA","S","liberal","democrat","democrat",1,0,1,0.5318
"male","18-29","white","less than high school","WV","SA","S","liberal","republican","republican",0,2,0,0.4333
"female","45-64","hispanic","some college","KS","WNC","MW","liberal","independent/other","democrat",1,0,0,0.4239
"male","18-29","black","less than high school","NY","MA","NE","moderate","democrat","did not vote in 2008",3,0,0,0.6358
"male","30-44","black","some college","AR","WSC","S","conservative","independent/other","democrat",1,0,0,0.3983
"male","18-29","hispanic","less than high school","CA","P","W","moderate","independent/other","democrat",7,1,0,0.6228
"female","18-29","white","high school graduate","GA","SA","S","conservative","republican","republican",0,2,0,0.4737
"female","18-29","white","college graduate","MT","M","W","moderate","independent/other","democrat",1,0,0,0.4877
"male","30-44","white","high school graduate","MA","NE","NE","liberal","independent/other","did not vote in 2008",1,0,0,0.632
"male","18-29","white","less than high school","OR","P","W","moderate","republican","did not vote in 2008",0,1,0,0.5841
"female","30-44","white","high school graduate","CA","P","W","conservative","republican","republican",0,3,0,0.6228
"male","18-29","white","less than high school","AR","WSC","S","liberal","democrat","democrat",2,0,0,0.3983
